Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Month_Name,Year,Sales_Growth_Rate,Profit_Growth_Rate,Profit_Margin
3876,CA-2013-136231,06-09-2013,08-09-2013,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,108.784,2,0.2,6.799,September,2013,26.4077715,-110.7733896,6.25
3877,CA-2013-136231,06-09-2013,08-09-2013,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10.272,3,0.2,3.21,September,2013,-90.55743492,-52.78717458,31.25
3878,CA-2013-140641,29-10-2013,03-11-2013,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,38.19,5,0.7,-26.733,November,2013,271.7873832,-932.8037383,-70
3879,CA-2011-151001,05-04-2011,07-04-2011,First Class,JG-15805,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",49.632,4,0.2,3.7224,April,2011,29.9607227,-113.9243631,7.5
3880,CA-2011-151001,05-04-2011,07-04-2011,First Class,JG-15805,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,52.096,4,0.2,3.9072,April,2011,4.964539007,4.964539007,7.5
3881,CA-2012-129896,15-06-2012,20-06-2012,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,9.568,2,0.2,2.99,June,2012,-81.63390663,-23.47461097,31.25
3882,CA-2012-129896,15-06-2012,20-06-2012,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624,June,2012,760.8695652,-754.2608696,-23.75
3883,CA-2012-129896,15-06-2012,20-06-2012,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.704,6,0.2,-36.4704,June,2012,342.7738928,86.43111275,-10
3884,CA-2012-129896,15-06-2012,20-06-2012,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",40.256,4,0.2,11.0704,June,2012,-88.96200755,-130.3544792,27.5
3885,CA-2011-152849,05-07-2011,12-07-2011,Standard Class,DW-13195,David Wiener,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.368,3,0.2,0.3822,July,2011,-89.14944356,-96.54755022,8.75
3886,US-2014-127341,30-01-2014,03-02-2014,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128,4,0.8,-20.6176,February,2014,177.6556777,-5494.453166,-170
3887,CA-2013-167759,04-03-2013,09-03-2013,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,47401,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,0,37.758,March,2013,1011.889842,-283.1347975,28
3888,CA-2011-100895,02-06-2011,06-06-2011,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",8.56,2,0,2.6536,June,2011,-93.65220615,-92.97208539,31
3889,CA-2011-100895,02-06-2011,06-06-2011,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0,67.1916,June,2011,2703.38785,2432.092252,28
3890,CA-2011-100895,02-06-2011,06-06-2011,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",356.94,2,0,107.082,June,2011,48.74359295,59.3681353,30
3891,US-2013-163881,25-11-2013,01-12-2013,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0,217.767,December,2013,84.87701014,103.3647112,33
3892,US-2013-163881,25-11-2013,01-12-2013,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1684.752,6,0.2,210.594,December,2013,155.304137,-3.293887504,12.5
3893,US-2013-163881,25-11-2013,01-12-2013,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,559.92,8,0,190.3728,December,2013,-66.76543491,-9.601982962,34
3894,US-2013-144547,11-11-2013,15-11-2013,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,279.944,7,0.2,48.9902,November,2013,-50.00285755,-74.26617668,17.5
3895,US-2011-112200,22-11-2011,28-11-2011,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Bolingbrook,Illinois,60440,Central,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9.98,5,0.8,-16.467,November,2011,-96.43500129,-133.612845,-165
3896,CA-2014-110212,02-05-2014,06-05-2014,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Texarkana,Arkansas,71854,South,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",48.9,5,0,18.093,May,2014,389.9799599,-209.874294,37
3897,CA-2014-134285,08-12-2014,13-12-2014,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,3.552,3,0.2,1.2432,December,2014,-92.73619632,-93.12883436,35
3898,CA-2014-134285,08-12-2014,13-12-2014,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,15.552,3,0.2,5.4432,December,2014,337.8378378,337.8378378,35
3899,CA-2014-102267,01-12-2014,05-12-2014,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Edinburg,Texas,78539,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.368,2,0.2,0.8288,December,2014,-84.77366255,-84.77366255,35
3900,CA-2014-157980,08-12-2014,10-12-2014,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Toledo,Ohio,43615,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,127.984,2,0.2,25.5968,December,2014,5304.72973,2988.416988,20
3901,CA-2012-121097,03-01-2012,08-01-2012,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Baytown,Texas,77520,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,10.368,2,0.2,3.6288,January,2012,-91.89898737,-85.8232279,35
3902,CA-2012-151043,14-11-2012,20-11-2012,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,47.984,2,0.2,-1.1996,November,2012,362.808642,-133.0577601,-2.5
3903,US-2012-119312,02-10-2012,07-10-2012,Second Class,CS-12400,Christopher Schild,Home Office,United States,Los Angeles,California,90045,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,14,0,75.6952,October,2012,463.396132,-6410.036679,28
3904,CA-2012-167010,05-04-2012,10-04-2012,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,98.112,7,0.2,18.396,April,2012,-63.70792336,-75.6972701,18.75
3905,CA-2012-167010,05-04-2012,10-04-2012,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,21.1428,April,2012,474.6575342,14.93150685,3.75
3906,CA-2012-167010,05-04-2012,10-04-2012,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,10.428,4,0.7,-6.952,April,2012,-98.15043419,-132.8811699,-66.66666667
3907,CA-2012-167010,05-04-2012,10-04-2012,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136,4,0.2,-68.392,April,2012,5146.797085,883.7744534,-12.5
3908,CA-2012-167010,05-04-2012,10-04-2012,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,5,0.4,-3.2175,April,2012,-97.28586677,-95.2955024,-21.66666667
3909,CA-2012-167010,05-04-2012,10-04-2012,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,41.988,2,0.4,-9.7972,April,2012,182.7474747,204.4972805,-23.33333333
3910,CA-2012-167010,05-04-2012,10-04-2012,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.584,1,0.2,2.37,April,2012,-81.93769648,-124.1905851,31.25
3911,CA-2012-167010,05-04-2012,10-04-2012,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45,5,0.5,-211.47,April,2012,4547.283755,-9022.78481,-60
3912,CA-2014-126788,06-06-2014,07-06-2014,First Class,AB-10105,Adrian Barton,Consumer,United States,Pearland,Texas,77581,Central,TEC-PH-10001619,Technology,Phones,LG G3,470.376,3,0.2,52.9173,June,2014,33.45893034,-125.0235494,11.25
3913,CA-2014-148068,19-09-2014,26-09-2014,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10035,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,19.44,3,0,9.3312,September,2014,-95.86713608,-82.36644727,48
3914,CA-2014-148068,19-09-2014,26-09-2014,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10035,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82,2,0,3.2406,September,2014,-49.48559671,-65.27134774,33
3915,US-2014-142573,19-07-2014,24-07-2014,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6,5,0.5,-448.896,July,2014,8062.93279,-13952.24958,-56
3916,US-2014-142573,19-07-2014,24-07-2014,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",161.568,2,0.2,10.098,July,2014,-79.84431138,-102.2495188,6.25
3917,US-2014-142573,19-07-2014,24-07-2014,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,16.096,2,0.2,5.2312,July,2014,-90.03763121,-48.19568231,32.5
3918,US-2014-142573,19-07-2014,24-07-2014,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,7.656,4,0.7,-6.1248,July,2014,-52.43538767,-217.0821226,-80
3919,US-2014-142573,19-07-2014,24-07-2014,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,311.976,3,0.2,-42.8967,July,2014,3974.92163,600.3771552,-13.75
3920,US-2012-148817,01-12-2012,07-12-2012,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",61.68,4,0,16.6536,December,2012,-80.2292484,-138.8225668,27
3921,US-2012-148817,01-12-2012,07-12-2012,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63.96,4,0,30.7008,December,2012,3.696498054,84.34932987,48
3922,CA-2013-110044,29-06-2013,03-07-2013,Second Class,RF-19735,Roland Fjeld,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,359.976,3,0.2,35.9976,July,2013,462.8142589,17.25297061,10
3923,CA-2014-146920,29-08-2014,02-09-2014,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92,September,2014,-92.95953064,-77.99853324,31.25
3924,CA-2014-146920,29-08-2014,02-09-2014,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),26.72,5,0.2,9.352,September,2014,5.429292929,18.08080808,35
3925,CA-2011-103940,17-09-2011,21-09-2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,30.28,2,0,1.2112,September,2011,13.32335329,-87.04875962,4
3926,CA-2011-103940,17-09-2011,21-09-2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,0,16.2204,September,2011,91.31439894,1239.200793,28
3927,CA-2011-103940,17-09-2011,21-09-2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292,September,2011,-38.9953392,-17.20796035,38
3928,CA-2011-103940,17-09-2011,21-09-2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,0.2,46.3185,September,2011,288.3418223,244.9088553,33.75
3929,CA-2013-162082,15-03-2013,18-03-2013,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.332,5,0.32,-14.196,March,2013,75.84669193,-130.6486609,-5.882352941
3930,CA-2013-162082,15-03-2013,18-03-2013,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,5.184,1,0.2,1.8792,March,2013,-97.85192183,-113.2375317,36.25
3931,CA-2013-162082,15-03-2013,18-03-2013,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",145.544,7,0.2,16.3737,March,2013,2707.561728,771.3122605,11.25
3932,CA-2013-132094,27-08-2013,03-09-2013,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472,3,0.2,1.6416,September,2013,-96.24031221,-89.97416589,30
3933,CA-2013-132094,27-08-2013,03-09-2013,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,0.2,13.1956,September,2013,776.9005848,703.8255361,27.5
3934,CA-2014-123001,03-09-2014,09-09-2014,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",9.4,5,0,2.726,September,2014,-80.41013671,-79.34159871,29
3935,CA-2014-123001,03-09-2014,09-09-2014,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,OFF-LA-10004544,Office Supplies,Labels,Avery 505,74,5,0,37,September,2014,687.2340426,1257.300073,50
3936,CA-2014-123001,03-09-2014,09-09-2014,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,2,0.2,12.599,September,2014,172.4108108,-65.94864865,6.25
3937,CA-2012-118955,16-06-2012,20-06-2012,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-EN-10001028,Office Supplies,Envelopes,Staples,28.752,3,0.2,9.3444,June,2012,-85.73696325,-25.83220891,32.5
3938,CA-2012-118955,16-06-2012,20-06-2012,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.216,3,0.2,9.8658,June,2012,-5.342237062,5.579812508,36.25
3939,CA-2012-118955,16-06-2012,20-06-2012,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.372,2,0.3,-25.3764,June,2012,625.2057613,-357.2158365,-12.85714286
3940,US-2013-143448,11-12-2013,11-12-2013,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,46142,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9,5,0,356.225,December,2013,621.9362422,-1503.764915,25
3941,CA-2014-117863,19-05-2014,24-05-2014,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,2,0,6.2608,May,2014,-98.97817391,-98.24245912,43
3942,CA-2014-117863,19-05-2014,24-05-2014,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048,1,0.2,1.0287,May,2014,-79.06593407,-83.56919244,33.75
3943,CA-2014-160458,28-05-2014,30-05-2014,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,38109,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,25.92,5,0.2,9.072,May,2014,750.3937008,781.8897638,35
3944,US-2013-142685,24-06-2013,01-07-2013,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Buffalo,New York,14215,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,835.17,7,0,16.7034,July,2013,3122.106481,84.12037037,2
3945,CA-2013-133144,17-05-2013,22-05-2013,Second Class,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,17.34,3,0,8.4966,May,2013,-97.923776,-49.13251194,49
3946,CA-2014-167871,19-11-2014,24-11-2014,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,33030,South,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,44.384,1,0.2,15.5344,November,2014,155.9630911,82.83077937,35
3947,CA-2014-167871,19-11-2014,24-11-2014,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,33030,South,OFF-SU-10001225,Office Supplies,Supplies,Staples,2.944,1,0.2,-0.6624,November,2014,-93.36697909,-104.2640849,-22.5
3948,CA-2013-119963,19-11-2013,23-11-2013,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,6.368,2,0.2,1.0348,November,2013,116.3043478,-256.2198068,16.25
3949,CA-2013-119963,19-11-2013,23-11-2013,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.848,2,0.2,15.8756,November,2013,667.0854271,1434.170854,32.5
3950,CA-2013-119963,19-11-2013,23-11-2013,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,19.648,2,0.2,6.6312,November,2013,-59.77726826,-58.23024012,33.75
3951,CA-2013-119963,19-11-2013,23-11-2013,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",255.108,6,0.3,-18.222,November,2013,1198.391694,-374.7918929,-7.142857143
3952,CA-2011-121167,28-11-2011,30-11-2011,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,Freeport,New York,11520,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2,0.2,6.0368,November,2011,-93.23894194,-133.1291845,35
3953,US-2013-151862,02-03-2013,09-03-2013,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,80219,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.984,2,0.2,13.9986,March,2013,827.5510204,131.8877551,8.75
3954,CA-2014-152961,16-01-2014,20-01-2014,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,0,5.842,January,2014,-92.06170617,-58.2672553,46
3955,CA-2011-133228,04-04-2011,09-04-2011,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,5.47,1,0,2.3521,April,2011,-56.92913386,-59.73810339,43
3956,CA-2011-133228,04-04-2011,09-04-2011,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205,Central,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,4,0,23.808,April,2011,1350.822669,912.2018622,30
3957,CA-2013-114951,27-06-2013,04-07-2013,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,0,6.4206,July,2013,-72.10181452,-73.03175403,29
3958,CA-2013-156573,30-05-2013,03-06-2013,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211,South,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,11.277,3,0.7,-8.6457,June,2013,-49.06504065,-234.6556397,-76.66666667
3959,CA-2013-156573,30-05-2013,03-06-2013,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,4.448,2,0.2,0.3336,June,2013,-60.5568857,-103.8585655,7.5
3960,CA-2013-156573,30-05-2013,03-06-2013,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211,South,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,44.76,3,0.2,14.547,June,2013,906.294964,4260.611511,32.5
3961,CA-2012-113901,19-10-2012,24-10-2012,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Detroit,Michigan,48227,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,38.28,6,0,17.6088,October,2012,-14.4772118,21.04763869,46
3962,CA-2012-113901,19-10-2012,24-10-2012,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Detroit,Michigan,48227,Central,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,149.95,5,0,44.985,October,2012,291.7189133,155.4688565,30
3963,CA-2014-134838,20-02-2014,21-02-2014,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,12.84,3,0,3.4668,February,2014,-91.43714572,-92.29343114,27
3964,CA-2014-134838,20-02-2014,21-02-2014,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67,3,0,12.0609,February,2014,247.8971963,247.8971963,27
3965,CA-2013-120257,23-09-2013,29-09-2013,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.872,3,0.2,0.8856,September,2013,-82.37743452,-92.65726438,11.25
3966,CA-2011-164910,12-11-2011,17-11-2011,Second Class,DM-13345,Denise Monton,Corporate,United States,Asheville,North Carolina,28806,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,7.872,3,0.2,0.8856,November,2011,0,0,11.25
3967,CA-2013-149902,02-04-2013,07-04-2013,Standard Class,DW-13540,Don Weiss,Consumer,United States,New York City,New York,10024,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,4,0,22.8904,April,2013,1018.394309,2484.733514,26
3968,CA-2013-146010,21-05-2013,24-05-2013,First Class,EH-14125,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,40.635,7,0.7,-32.508,May,2013,-53.84484325,-242.0158669,-80
3969,US-2012-163685,01-06-2012,05-06-2012,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,5.728,8,0.8,-9.1648,June,2012,-85.90377753,-71.80755506,-160
